entity	neighbors
__genus_polypodium_1	family polypodiaceae, polypody, fern genus
__genus_polyporus_1	family polyporaceae, fungus genus, grifola frondosa, polyporus squamosus, polyporus tenuiculus
__genus_polyprion_1	fish genus, family serranidae, polyprion americanus
__genus_polystichum_1	polystichum setiferum, fern genus, canker brake, athyriaceae, holly fern
__genus_pomacanthus_1	fish genus, chaetodontidae
__genus_pomacentrus_1	fish genus, beaugregory, family pomacentridae
__genus_pomaderris_1	hazel
__genus_pomatomus_1	fish genus, family pomatomidae, bluefish
__genus_pomolobus_1	fish genus, clupeidae
__genus_pomoxis_1	fish genus, centrarchidae
__genus_poncirus_1	poncirus trifoliata
__genus_pongamia_1	rosid dicot genus, indian beech
__genus_pongo_1	orang
__genus_pontederia_1	liliopsid genus, family pontederiaceae, pickerel weed
__genus_pooecetes_1	family fringillidae, bird genus, grass finch
__genus_popillia_1	japanese beetle, arthropod genus
__genus_populus_1	poplar, hamamelid dicot genus
__genus_porcellio_1	sow bug, family porcellionidae, arthropod genus
__genus_poronotus_1	dollarfish
__genus_porphyra_1	laver, bangiaceae
__genus_porphyrio_1	family rallidae, bird genus
__genus_porphyrula_1	family rallidae, american gallinule, bird genus
__genus_portulaca_1	family portulacaceae, common purslane, portulaca
__genus_portunus_1	family portunidae, english lady crab
__genus_porzana_1	family rallidae, porzana porzana
__genus_potamogale_1	otter shrew, mammal genus
__genus_potamogeton_1	liliopsid genus, potamogeton gramineous, curled pondweed, loddon pondweed, family potamogetonaceae
__genus_potamophis_1	colubridae, eastern ground snake, reptile genus
__genus_potentilla_1	cinquefoil, rosid dicot genus, family rosaceae
__genus_poterium_1	family rosaceae
__genus_pothos_1	liliopsid genus, pothos
__genus_potorous_1	potoroo
__genus_potos_1	mammal genus, honey bear
__genus_pouteria_1	calocarpum zapota, dicot genus, canistel
__genus_praunus_1	arthropod genus
__genus_prenanthes_1	prenanthes purpurea, aster family, asterid dicot genus
__genus_presbytes_1	langur
__genus_priacanthus_1	fish genus, catalufa, family priacanthidae
__genus_primula_1	dicot genus, primrose
__genus_prinia_1	wren warbler, bird genus
__genus_priodontes_1	mammal genus, dasypodidae
__genus_prionace_1	blue shark
__genus_prionotus_1	northern sea robin, family triglidae
__genus_pristis_1	fish genus, pristis pectinatus, family pristidae
__genus_pritzelago_1	dilleniid dicot genus, brassicaceae
__genus_proboscidea_1	martynia arenaria, plant genus, family pedaliaceae, common devil s claw
__genus_procavia_1	procavia capensis, mammal genus, family procaviidae
__genus_procellaria_1	procellaria aequinoctialis, bird genus
__genus_prociphilus_1	aphididae, prociphilus tessellatus, arthropod genus
__genus_procnias_1	cotingidae, bird genus
__genus_procyon_1	family procyonidae, raccoon
__genus_progne_1	progne subis
__genus_prosopis_1	mimosoideae
__genus_prosopium_1	prosopium williamsonii, coregonidae, menominee whitefish
__genus_protea_1	honeypot, family proteaceae, protea, honey flower
__genus_proteles_1	family hyaenidae, aardwolf
__genus_proterochampsa_1	archosauria, reptile genus
__genus_proteus_1	family proteidae, olm
__genus_protium_1	protium heptaphyllum, burseraceae, protium guianense
__genus_protoavis_1	aves, bird genus
__genus_protoceratops_1	ceratopsia, reptile genus
__genus_protohippus_1	protohippus
__genus_prumnopitys_1	plum fruited yew, gymnosperm genus, family podocarpaceae, black pine
__genus_prunella_1	family labiatae, heal all, asterid dicot genus
__genus_prunella_2	family prunellidae, bird genus
__genus_prunus_1	almond tree, common apricot, peach, cherry, prunus cuneata, blackthorn, plumcot, plum, cherry laurel, prunus besseyi, nectarine
__genus_psaltriparus_1	bird genus
__genus_psenes_1	fish genus, driftfish
__genus_psephurus_1	fish genus, family polyodontidae, chinese paddlefish
__genus_psetta_1	fish genus
__genus_psettichthys_1	fish genus, psettichthys melanostichus, family soleidae
__genus_pseudacris_1	amphibian genus, family hylidae
__genus_pseudaletia_1	family noctuidae, army worm, armyworm, arthropod genus
__genus_pseudechis_1	reptile genus
__genus_pseudemys_1	pseudemys rubriventris, cooter, emydidae, reptile genus, pseudemys scripta
__genus_pseudobombax_1	bombacaceae
__genus_pseudococcus_1	citrophilous mealybug, comstock s mealybug, arthropod genus
__genus_pseudocolus_1	pseudocolus fusiformis, clathraceae
__genus_pseudolarix_1	golden larch
__genus_pseudomonas_1	pseudomonas pyocanea, family pseudomonodaceae, pseudomonad, bacteria genus
__genus_pseudopleuronectes_1	fish genus, family pleuronectidae
__genus_pseudoryx_1	forest goat, mammal genus
__genus_pseudotaxus_1	gymnosperm genus, pseudotaxus chienii, family taxaceae
__genus_pseudotsuga_1	family pinaceae
__genus_pseudowintera_1	pepper shrub, magnoliid dicot genus
__genus_psidium_1	dicot genus, guava
__genus_psilophyton_1	family psilophytaceae, psilophyton, fern genus
__genus_psilotum_1	whisk fern
__genus_psithyrus_1	cuckoo bumblebee, arthropod genus
__genus_psittacosaurus_1	ceratopsia, psittacosaur, reptile genus
__genus_psittacula_1	family psittacidae, psittacula krameri
__genus_psittacus_1	family psittacidae, african gray
__genus_psophia_1	family psophiidae, bird genus, trumpeter
__genus_psophocarpus_1	goa bean
__genus_psoralea_1	breadroot, rosid dicot genus
__genus_psychopsis_1	liliopsid genus, family orchidaceae
__genus_psychotria_1	family rubiaceae, lemon wood, asterid dicot genus
__genus_pteridium_1	dennstaedtiaceae, bracken
__genus_pteris_1	brake, pteris cretica, fern genus, pteris serrulata
__genus_pternohyla_1	lowland burrowing treefrog, family hylidae
__genus_pterocarpus_1	kino, burma padauk, pterocarpus santalinus, bloodwood tree, rosid dicot genus
__genus_pterocarya_1	wing nut, dicot genus, family juglandaceae
__genus_pterocles_1	family pteroclididae, pin tailed grouse, painted sandgrouse, bird genus
__genus_pterocnemia_1	nandu, family rheidae
__genus_pterodactylus_1	pterodactyl, reptile genus
__genus_pterois_1	fish genus, lionfish, family scorpaenidae
__genus_pteropogon_1	pteropogon, aster family
__genus_pteropus_1	megachiroptera, mammal genus
__genus_pterospermum_1	family sterculiaceae, maple leaved bayur
__genus_pterostylis_1	liliopsid genus, greenhood, family orchidaceae
__genus_ptilocercus_1	mammal genus, family tupaiidae, pen tail
__genus_ptilocrinus_1	echinoderm genus, sea lily
__genus_ptilonorhynchus_1	ptilonorhynchus violaceus, bird genus
__genus_ptloris_1	bird genus, family paradisaeidae
__genus_ptyas_1	colubridae, indian rat snake, reptile genus
__genus_ptychozoon_1	flying gecko, reptile genus
__genus_puccinia_1	fungus genus, family pucciniaceae, puccinia graminis
__genus_pueraria_1	kudzu, rosid dicot genus, papilionoideae
__genus_puffinus_1	shearwater, bird genus, family procellariidae
__genus_pulex_1	pulex irritans
__genus_pulicaria_1	feabane mullet, aster family
__genus_pulsatilla_1	pasque flower, magnoliid dicot genus
__genus_punica_1	dicot genus
__genus_pygopus_1	family pygopodidae, reptile genus
__genus_pygoscelis_1	bird genus, adelie
__genus_pylodictus_1	fish genus, ameiuridae
__genus_pyracantha_1	fire thorn, family rosaceae
__genus_pyralis_1	family pyralidae
__genus_pyrausta_1	family pyralidae, arthropod genus
__genus_pyrethrum_1	aster family, asterid dicot genus
__genus_pyrocephalus_1	firebird, bird genus
__genus_pyrola_1	family pyrolaceae, pyrola
__genus_pyrophorus_1	fire beetle, elateridae, arthropod genus
__genus_pyrrhula_1	family fringillidae, bird genus
__genus_pyrrhuloxia_1	pyrrhuloxia, family fringillidae
__genus_pyrrosia_1	family polypodiaceae, cyclophorus lingua
__genus_pyrularia_1	family santalaceae
__genus_pyrus_1	rosid dicot genus
__genus_pythium_1	fungus genus, pythium, family pythiaceae
__genus_pyxidanthera_1	dilleniid dicot genus, pixie
__genus_quassia_1	bitterwood, rosid dicot genus
__genus_quercus_1	beech family, japanese oak, hamamelid dicot genus, oak, huckleberry oak
__genus_quiscalus_1	family icteridae, bird genus, crow blackbird
__genus_rachycentron_1	fish genus, family rachycentridae, cobia
__genus_radiigera_1	family geastraceae, radiigera fuscogleba
__genus_radyera_1	bush hibiscus
__genus_raffia_1	liliopsid genus, arecaceae
__genus_raja_1	fish genus, barndoor skate, raja radiata, little skate, gray skate
__genus_ramalina_1	fungus genus, family usneaceae
__genus_rana_1	rana sylvatica, rana tarahumarae, goliath frog, grass frog, amphibian genus, cascades frog, leopard frog, pickerel frog, bullfrog, green frog, family ranidae
__genus_ranatra_1	family nepidae, arthropod genus
__genus_rangifer_1	cervidae, mammal genus, caribou
__genus_ranunculus_1	lesser celandine, magnoliid dicot genus, ranunculus aquatilis, ranunculus glaberrimus, buttercup family, butter flower, greater spearwort, lesser spearwort
__genus_raoulia_1	raoulia australis, asterid dicot genus
__genus_raphanus_1	radish, dilleniid dicot genus, brassicaceae, jointed charlock
__genus_raphicerus_1	raphicerus campestris, bovidae
__genus_raphus_1	dodo, bird genus, family raphidae
__genus_ratibida_1	prairie coneflower, asterid dicot genus, coneflower, aster family, long head coneflower
__genus_rattus_1	brown rat, black rat, mammal genus, family muridae
__genus_rauvolfia_1	rauvolfia, dicot genus, apocynaceae
__genus_ravenala_1	liliopsid genus, ravenala
__genus_recurvirostra_1	family recurvirostridae, bird genus
__genus_regalecus_1	fish genus, family regalecidae, king of the herring
__genus_regnellidium_1	regnellidium, fern genus
__genus_regulus_1	family sylviidae, kinglet, bird genus
__genus_reithrodontomys_1	american harvest mouse
__genus_remilegia_1	fish genus, remilegia australis
__genus_reseda_1	dilleniid dicot genus, dyer s mignonette, mignonette, reseda
__genus_retama_1	genista raetam, rosid dicot genus, papilionoideae
__genus_reticulitermes_1	reticulitermes flanipes, reticulitermes lucifugus
__genus_retrophyllum_1	gymnosperm genus, family podocarpaceae
__genus_rhagoletis_1	family trephritidae, apple maggot, arthropod genus
__genus_rhamnus_1	dicot genus
__genus_rhapis_1	liliopsid genus, lady palm, arecaceae
__genus_rhea_1	rhea, bird genus
__genus_rheum_1	dicot genus, buckwheat family, himalayan rhubarb
__genus_rhexia_1	rosid dicot genus, deer grass
__genus_rhincodon_1	fish genus, rhincodon typus
__genus_rhinoceros_1	rhinoceros antiquitatis, mammal genus, family rhinocerotidae, indian rhinoceros
__genus_rhinonicteris_1	family hipposideridae, mammal genus
__genus_rhinoptera_1	fish genus, cow nosed ray
__genus_rhipsalis_1	cactaceae, mistletoe cactus
__genus_rhizobium_1	family rhizobiaceae, bacteria genus
__genus_rhizophora_1	dicot genus
__genus_rhizopogon_1	family rhizopogonaceae, fungus genus
__genus_rhizopus_1	leak fungus, family mucoraceae, rhizopus
__genus_rhodanthe_1	helipterum manglesii, aster family, asterid dicot genus
__genus_rhododendron_1	azaleastrum, dilleniid dicot genus, ericaceae, rhododendron
__genus_rhodosphaera_1	dicot genus, anacardiaceae, australian sumac
__genus_rhodymenia_1	dulse, family rhodymeniaceae
__genus_rhus_1	dicot genus, anacardiaceae, shumac
__genus_rhyacotriton_1	dicamptodontidae, olympic salamander
__genus_rhynchoelaps_1	australian coral snake, elapidae, reptile genus
__genus_rhyncostylis_1	liliopsid genus, family orchidaceae
__genus_rhynia_1	family rhyniaceae, fern genus
__genus_ribes_1	ribes sativum, plant genus, family grossulariaceae, black currant, ribes sanguineum, garden current, gooseberry
__genus_richea_1	dilleniid dicot genus, grass tree, epacridaceae
__genus_richmondena_1	family fringillidae, cardinal
__genus_ricinus_1	euphorbiaceae, castor oil plant
__genus_rickettsia_1	family rickettsiaceae, bacteria genus
__genus_riparia_1	family hirundinidae, bank martin, bird genus
__genus_rissa_1	kittiwake
__genus_rivina_1	blood berry
__genus_rivulus_1	fish genus, cyprinodontidae
__genus_robinia_1	bristly locust, rosid dicot genus, clammy locust
__genus_roccella_1	roccella, fungus genus
__genus_roccus_1	fish genus, family serranidae, roccus saxatilis
__genus_rodolia_1	rodolia cardinalis
__genus_romneya_1	dilleniid dicot genus, family papaveraceae, california tree poppy
__genus_roridula_1	family roridulaceae
__genus_rorippa_1	brassicaceae, marsh cress
__genus_rosa_1	rose, family rosaceae
__genus_rosellinia_1	fungus genus, family xylariaceae
__genus_rosmarinus_1	family labiatae, asterid dicot genus, rosemary
__genus_roystonea_1	liliopsid genus, cabbage palm, royal palm
__genus_rubia_1	indian madder
__genus_rubus_1	bramble bush, rosid dicot genus, family rosaceae
__genus_rudbeckia_1	cutleaved coneflower, black eyed susan, aster family, double gold
__genus_rumex_1	buckwheat family
__genus_rumohra_1	leather fern
__genus_rupicapra_1	mammal genus, chamois
__genus_rupicola_1	cock of the rock
__genus_ruptiliocarpon_1	caracolito, rosid dicot genus
__genus_ruscus_1	family liliaceae, butcher s broom, liliid monocot genus
__genus_russula_1	agaricaceae
__genus_ruta_1	rosid dicot genus, herb of grace
__genus_rutilus_1	fish genus, roach, cyprinidae
__genus_rynchops_1	bird genus, skimmer, family rynchopidae
__genus_rypticus_1	fish genus, family serranidae, soapfish
__genus_sabal_1	liliopsid genus, cabbage palm, arecaceae
__genus_sabbatia_1	sabbatia
__genus_sabinea_1	carib wood
__genus_saccharomyces_1	baker s yeast, fungus genus, family saccharomycetaceae, saccharomyces ellipsoides
__genus_saccharum_1	liliopsid genus, saccharum officinarum, family graminaceae, munj
__genus_sadleria_1	blechnaceae, fern genus
__genus_sagina_1	pearl weed
__genus_sagitta_1	worm genus, chaetognatha
__genus_sagittaria_1	liliopsid genus, alismataceae
__genus_sagittarius_1	sagittarius serpentarius, family sagittariidae
__genus_saiga_1	mammal genus, saiga, bovidae
__genus_saimiri_1	mammal genus, cebidae
__genus_saintpaulia_1	family gesneriaceae, african violet, asterid dicot genus
__genus_salamandra_1	fire salamander, family salamandridae, alpine salamander, european fire salamander
__genus_salicornia_1	chenopodiaceae, glasswort, caryophylloid dicot genus
__genus_salix_1	babylonian weeping willow, balsam willow, arroyo willow, salix alba sericea, pussy willow, arctic willow, golden willow, almond willow, gray willow, prairie willow, dwarf gray willow, dwarf willow, black willow, almond leaves willow, huntingdon willow, bearberry willow, common osier, creeping willow, salix blanda, hoary willow, salix lucida, florist s willow, salix sitchensis, bay willow, brittle willow, willow, sallow
__genus_salmo_1	family salmonidae, atlantic salmon, rainbow trout
__genus_salmonella_1	enterobacteriaceae, salmonella, bacteria genus
__genus_salpa_1	family salpidae, salp, chordate genus
__genus_salpichroa_1	cock s eggs, asterid dicot genus
__genus_salpiglossis_1	family solanaceae, asterid dicot genus, salpiglossis
__genus_salpinctes_1	rock wren, bird genus
__genus_salsola_1	chenopodiaceae, caryophylloid dicot genus
__genus_salvelinus_1	fish genus, brook trout, family salmonidae, char, lake trout
__genus_salvia_1	family labiatae, sage, asterid dicot genus
__genus_salvinia_1	family salviniaceae, fern genus
__genus_sambucus_1	caprifoliaceae, danewort, blue elder, asterid dicot genus
__genus_samia_1	ailanthus silkworm, cynthia moth, arthropod genus
__genus_samolus_1	water pimpernel, dicot genus, family primulaceae
__genus_sanguinaria_1	bloodroot, dilleniid dicot genus
__genus_sanicula_1	sanicle, apiaceae, rosid dicot genus
__genus_sansevieria_1	bowstring hemp, agavaceae
__genus_santalum_1	family santalaceae, dilleniid dicot genus, sandalwood tree
__genus_santolina_1	lavender cotton, aster family
__genus_sanvitalia_1	aster family, creeping zinnia
__genus_sapindus_1	china tree, sapindus drumondii
__genus_saponaria_1	bouncing bess, carnation family, caryophylloid dicot genus
__genus_saprolegnia_1	saprolegnia ferax, fungus genus, order saprolegniales, water mold
__genus_sarcobatus_1	black greasewood, chenopodiaceae, caryophylloid dicot genus
__genus_sarcocephalus_1	family rubiaceae, negro peach, asterid dicot genus
__genus_sarcochilus_1	family orchidaceae, orange blossom orchid
